Text	Label
What do studies show about the effect of Induced hypothermia in premature babies?	[0 0 0 1]
Describe what is the advantage of using a stain free protein gel in a Western Blot experiment?	[0 0 0 1]
What states the second parity rule (PR2)?	[0 0 0 1]
Explain the concept proteostasis.	[0 0 0 1]
What is the association between adiponectin and migraine?	[0 0 0 1]
Which phenomenon is described as oncogene addiction?	[0 0 0 1]
What is the scope of the OMIA database?	[0 0 0 1]
What is the effect of methotrexate in treating uveitis due to juvenile idiopathic arthritis ?	[0 0 0 1]
What is HOCOMOCO?	[0 0 0 1]
What is the result of the interaction between TSC1 and PLK1?	[0 0 0 1]
"What are the characteristics of the ""Universal Proteomics Standard 2"" (UPS2)?"	[0 0 0 1]
What type of arrhythmia is known as bidirectional ventricular tachycardia (BDVT)?	[0 0 0 1]
Where does TORC1 sequester during heat stress?	[0 0 0 1]
What is the usefulness of ultraconserved elements in phylogeny?	[0 0 0 1]
Which are the characteristics of the Meier-Gorlin syndrome?	[0 0 0 1]
What is the role of Hsp90 inhibition in cancer therapy?	[0 0 0 1]
What is the mechanism of action of anticoagulant medication Dabigatran?	[0 0 0 1]
What is the function of the yeast protein Aft1?	[0 0 0 1]
What is the role of mismatched uracil glycosylase (Mug) in DNA repair?	[0 0 0 1]
What is the effect of Allopurinol on asphyxia in neonates?	[0 0 0 1]
When is the protein NFL a biomarker?	[0 0 0 1]
How does thyroid  hormone  regulate  SR-Ca2+ ATPase  (SERCA) protein in the heart?	[0 0 0 1]
Which is the most well-accepted method for Down syndrome non-invasive prenatal diagnosis?	[0 0 0 1]
Elaborate on the association between Genomic Regulatory Blocks (GRBs) and target genes	[0 0 0 1]
Which therapeutic interventions for sarcopenia have been  applied	[0 0 0 1]
What is the genetic basis of progeria?	[0 0 0 1]
Describe July Effect.	[0 0 0 1]
Which are the main functions of the human HuR (ELAVL1) protein in fibroblasts?	[0 0 0 1]
What is the role played by mTOR in hypertrophic response and heart failure?	[0 0 0 1]
What is the mechanism of action of DNA topoisomerase II inhibitors?	[0 0 0 1]
what is the role of FGF-2 in cardiac regeneration after myocardial infarction?	[0 0 0 1]
What is Tn-seq?	[0 0 0 1]
Which is the most common genetic lesion among patients with Joubert Syndrome and a cerebello-oculo-renal phenotype?	[0 0 0 1]
How is CBX1/M31 related to position-effect variegation?	[0 0 0 1]
Describe the mechanism of action of aliskiren. 	[0 0 0 1]
What is the role of photodynamic therapy for meningioma treatment?	[0 0 0 1]
What is the Arnold-Chiari syndrome?	[0 0 0 1]
What is the biological role of SERCA2 SUMOylation in cardiac physiology and pathophysiology, such as in heart failure?	[0 0 0 1]
What is known about MER41 repeat sequences?	[0 0 0 1]
How functional connectivity of the default mode network changes in patients with disorders of consciousness?	[0 0 0 1]
What is the pyroptotic pathway?	[0 0 0 1]
What is the function of the AtxA pleiotropic regulator?	[0 0 0 1]
What is evaluated with the Hydrocephalus Outcome Questionnaire?	[0 0 0 1]
What is known about maternal smoking and brain tumor risk?	[0 0 0 1]
Which metazaon species or taxa are known to lack selenoproteins	[0 0 0 1]
How are CpG island shores defined?	[0 0 0 1]
What is the role of edaravone in traumatic brain injury?	[0 0 0 1]
what is the role of erythropoietin in cardiac regeneration after myocardial infarction?	[0 0 0 1]
What are the hallmarks of congestive heart failure?	[0 0 0 1]
What is the reason for the narcolepsy cases developed after H1N1 influenza vaccination?	[0 0 0 1]
What is the mechanism of action of ocrelizumab for treatment of multiple sclerosis?	[0 0 0 1]
What are viral vectors used for in optogenetics?	[0 0 0 1]
Why graphics processing units (GPU) are more suitable for biological tasks than central processing units (CPU)?	[0 0 0 1]
What are the treatments of choice for GIST (gastrointestinal stromal tumor)?	[0 0 0 1]
What is the function of TALENs?	[0 0 0 1]
Show results of randomised controlled trials for certolizumab pegol.	[0 0 0 1]
What is the role of thyroid hormone receptor alpha1 in insulin secretion?	[0 0 0 1]
Which are the main features of CREST and other ALS-linked proteins?	[0 0 0 1]
What is the relationship between nucleosomes and exons?	[0 0 0 1]
What is DeepCAGE?	[0 0 0 1]
What are the Topological Domains (TADs)?	[0 0 0 1]
What is the vibrational theory of olfaction?	[0 0 0 1]
What is the application of the ASSET algorithm in C.elegans?	[0 0 0 1]
What are the pyknons?	[0 0 0 1]
Describe what is the usage of the Theatre software tool for genomic analysis.	[0 0 0 1]
How are CRM (cis-regulatory modules) defined?	[0 0 0 1]
What is oprozomib?	[0 0 0 1]
What is the mechanism of microRNA deregulation in carcinogenesis?	[0 0 0 1]
What is the role of venous angioplasty in multiple sclerosis?	[0 0 0 1]
Which type of cell death is known as anoikis?	[0 0 0 1]
What is Piebaldism?	[0 0 0 1]
What is the mechanism of action of APOBEC3G cytidine deaminase to inhibit HIV-1 replication?	[0 0 0 1]
What is ISMARA?	[0 0 0 1]
Where does TDP43 localize in ALS neurons?	[0 0 0 1]
"What is the basis of the methodology of ""functional class scoring"" (FCS) for the analysis of gene expression data?"	[0 0 0 1]
What is the Timothy syndrome?	[0 0 0 1]
Which is the underlying mechanism for exon skipping used to treat Duchenne muscular dystrophy?	[0 0 0 1]
What is the advantage of using long nano columns in proteomics?	[0 0 0 1]
What is the treatment of Riedel disease (thyroiditis)?	[0 0 0 1]
"What is the evolutionary process described by the ""Muller's ratchet"" model?"	[0 0 0 1]
What is the association between proBNP serum concentrations and stroke outcomes?	[0 0 0 1]
What is the effect that EZH2 has on chromatin?	[0 0 0 1]
What are the generic versions of Viagra	[0 0 0 1]
How could iPSCs be used for the treatment of diabetes?	[0 0 0 1]
What is Sotos syndrome?	[0 0 0 1]
What is the CRAPome database?	[0 0 0 1]
How is yellow fever virus transmitted?	[0 0 0 1]
How does TNF affect thyroid hormone receptors?	[0 0 0 1]
What is the effect of dovitinib on the cell cycle?	[0 0 0 1]
What is the involvement of PDGFRB in metastatic medulloblastoma?	[0 0 0 1]
What is known as Calcium Induced Calcium Release (CICR) and its role in cardiomyocyte contractility?	[0 0 0 1]
What is the action of molindone?	[0 0 0 1]
What is the function of the enzymes known as dual specificity phoshpatases (DUSPs)?	[0 0 0 1]
How are human accelerated regions (HAR) defined?	[0 0 0 1]
How are GRBs (Genomic Regulatory Blocks) defined?	[0 0 0 1]
What is STARR-seq?	[0 0 0 1]
What is the effect of ROS on cyclin B1?	[0 0 0 1]
Provide examples of how molecular transporters contribute to multi-drug resistance in bacteria.	[0 0 0 1]
What is the minimal genome build?	[0 0 0 1]
Describe Malgaigne fracture.	[0 0 0 1]
Define marine metaproteomics	[0 0 0 1]
What is GRO-seq?	[0 0 0 1]
What is the role of Caenorhabditis elegans Heterochromatin protein 1 (HPL-2) in development?	[0 0 0 1]
What are the pregnancy outcomes in rheumatoid arthritis?	[0 0 0 1]
What is DNAshape?	[0 0 0 1]
How are thyroid hormones involved in the development of diabetic cardiomyopathy?	[0 0 0 1]
How histone deacetylation causes transcriptional gene silencing?	[0 0 0 1]
What is the effect of SAHA treatment in Huntington's disease?	[0 0 0 1]
What is known about the role of mHealth in the prevention of disease?	[0 0 0 1]
How does ranolazine affect kinase signaling activation in the heart?	[0 0 0 1]
Which depression rating scales were shown to have acceptable psychometric properties for screening of poststroke depression?	[0 0 0 1]
What is the mechanism of action of  trichostatin A (TSA) as an antitumoral agent?	[0 0 0 1]
What is known as the cause of subacute thyroiditis?	[0 0 0 1]
Why can't humans synthesize Neu5Gc (N-Glycolylneuraminic acid)?	[0 0 0 1]
Elaborate on the TREAT-NMD initiative for DMD patients	[0 0 0 1]
What are the characteristics of Christianson syndrome?	[0 0 0 1]
What heterotachy states about molecular evolutionary processes?	[0 0 0 1]
What is known about depression in caregivers of brain tumor patients?	[0 0 0 1]
What are the effects of homozygosity of EDNRB mutations in addition to Hirschsprung disease?	[0 0 0 1]
Which is the major function of sororin?	[0 0 0 1]
What are piggyBAC transposons?	[0 0 0 1]
what is the role of GATA-4 in regeneration of the heart after myocardial infarction?	[0 0 0 1]
How does adrenergic signaling affect thyroid hormone receptors?	[0 0 0 1]
Which kinase is regulating stress granule biogenesis?	[0 0 0 1]
What is the association between cell phone use and glioblastoma?	[0 0 0 1]
What are the main characteristics of Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT)?	[0 0 0 1]
what is the role of prostaglandins in cardiac regenaration after myocardial infarction?	[0 0 0 1]
What is the general function of H3K79 methylation?	[0 0 0 1]
Where can we find the protein dermcidin?	[0 0 0 1]
Describe Mozart effect.	[0 0 0 1]
What is the purpose of the Tokuhashi scoring system?	[0 0 0 1]
By which mechanism MutT proteins act against DNA lesions in bacteria?	[0 0 0 1]
What is the role of anhedonia in coronary disease patients?	[0 0 0 1]
What is  the clinical value of naltrexone in Parkinson's disease patients?	[0 0 0 1]
What is the efficacy of oxaliplatin monotherapy in the management of colorectal cancer?	[0 0 0 1]
Which is the molecular function of the protein CCDC40?	[0 0 0 1]
What is the role of  chromomethylases in plants?	[0 0 0 1]
What is Cerebral Cavernous Malformation?	[0 0 0 1]
How does Rif1 regulate DNA replication?	[0 0 0 1]
What is known about food intolerance and gluten ?	[0 0 0 1]
What is known about the effectiveness of electronic food diaries ?	[0 0 0 1]
Which biological process in known as Endoplasmic Reticulum-Associated Protein Degradation (ERAD)?	[0 0 0 1]
What is known about the economic cost of urinary incontinence?	[0 0 0 1]
What is known about diseases associated with mutations in the CHCHD10 gene?	[0 0 0 1]
Give examples of next-generation sequencing applications in mutation screening?	[0 0 0 1]
What is BioASQ?	[0 0 0 1]
What is the role of the histidine rich calcium binding protein (HRC) in cardiomyopathy?	[0 0 0 1]
What is the effect of amitriptyline in the mdx mouse model of Duchenne muscular dystrophy?	[0 0 0 1]
What is known about potential implication of thyroid hormone receptors in arterial hypertension?	[0 0 0 1]
What is the mechanism of action of abiraterone?	[0 0 0 1]
Do ephrins play a role in brain cancer?	[0 0 0 1]
What is the definition and the biological role of epithelial-mesenchymal transition (EMT)	[0 0 0 1]
What is smFISH?	[0 0 0 1]
What is the correlation between SPARC expression and growth inhibition in human cancer?	[0 0 0 1]
How does dronedarone affect thyroid hormone signaling in the heart?	[0 0 0 1]
What are the functions of the ESCRT machinery?	[0 0 0 1]
What is the role of TRH in hypertension?	[0 0 0 1]
What is the role of NETs in systemic lupus erythematosus?	[0 0 0 1]
What is known as Von Hippel–Lindau disease or syndrome?	[0 0 0 1]
Which mechanisms underlie adaptive mutagenesis (stationary-phase mutagenesis) in Bacillus subtilis?	[0 0 0 1]
Describe the usefulness of Macrostomum lignano in ion channel and stem cell research	[0 0 0 1]
What is the INSURE procedure in premature babies.	[0 0 0 1]
How thyrocyte destruction is induced in autoimmune thyroiditis?	[0 0 0 1]
What causes erucism?	[0 0 0 1]
How does Hst5 (histatin 5) affect infections by Candida glabrata?	[0 0 0 1]
Which is the localization of the RIFIN family of proteins?	[0 0 0 1]
What is the suggested clinical management of Fanconi anemia?	[0 0 0 1]
Describe Hot water reflex epilepsy.	[0 0 0 1]
Which is the mechanism used by bacteria to induce tumors in Arabidopsis?	[0 0 0 1]
What is the idea behind the fractal globule that has been proposed as a model of chromatin conformation in the nucleus of a cell?	[0 0 0 1]
What is SHAPE-Seq?	[0 0 0 1]
Describe the involvement of conserved noncoding sequences in the regulation of Hox genes.	[0 0 0 1]
Give an overview of visualizing genomes with oligopaint FISH probes.	[0 0 0 1]
What is Targeted Chromatin Capture (T2C)?	[0 0 0 1]
What are the reported adverse effects of topical minoxidil?	[0 0 0 1]
Describe Heyde syndrome.	[0 0 0 1]
What is the main biological function of the CRISPR-CAS9 genome editing system?	[0 0 0 1]
What is 2d 4d ratio in athletes.	[0 0 0 1]
What is the association between moon cycle and rupture risk of intracranial aneurysms?	[0 0 0 1]
What is the role of brain natriuretic peptide in traumatic brain injury patients ?	[0 0 0 1]
What is the association between NT-proBNP and cognitive function?	[0 0 0 1]
Is there any evidence of dysregulated long non coding RNAs and Alzheimer's disease?	[0 0 0 1]
What is known about type D personality trait in cancer patients?	[0 0 0 1]
what is the role of MEF-2 in cardiomyocyte differentiation?	[0 0 0 1]
What is the the Menzerath-Altmann law?	[0 0 0 1]
Describe the known functions for the prothymosin alpha c-terminal peptide?	[0 0 0 1]
What is the role of the Ada O6-alkylguanine alkyltransferase in bacteria?	[0 0 0 1]
"Super-SILAC is a method used in quantitative proteomics. What is the super-SILAC mix?
(SILAC: Stable Isotopic labelling by aminoacids in cell culture)"	[0 0 0 1]
What is known about efficacy of the high dose intravenous ascorbate in the treatment of cancer patients?	[0 0 0 1]
What is ChiRP-seq (Chromatin Isolation by RNA Purification sequencing)?	[0 0 0 1]
What is the use of MammaPrint and Oncotype DX?	[0 0 0 1]
How can DUF families be deciphered?	[0 0 0 1]
What is the treatment of choice  for gastric lymphoma?	[0 0 0 1]
What are the applications of a Dermaroller ?	[0 0 0 1]
What is the mechanism of action of eprotirome?	[0 0 0 1]
What is the role of music therapy in coma patients.	[0 0 0 1]
What is GDF10?	[0 0 0 1]
Other than protein coding potential, what features set apart long non-coding RNAs from protein coding genes?	[0 0 0 1]
How does thyroid hormone affect insulin resistance in the heart?	[0 0 0 1]
Describe mechanism of action of PLX3397 drug.	[0 0 0 1]
Which deficiency is the cause of restless leg syndrome	[0 0 0 1]
Describe clinical presentation of Parkinsonism with dementia of Guadeloupe syndrome.	[0 0 0 1]
Describe armoured brain syndrome.	[0 0 0 1]
What is the role of Thyrotropin Releasing Hormone in the treatment of comatose patients?	[0 0 0 1]
What are the signatures of aggressive periodontitis?	[0 0 0 1]
What is the principle of ATAC (Assay for Transposase-Accessible Chromatin) technique?	[0 0 0 1]
What is the genetic basis of progeria	[0 0 0 1]
"What is the ""Proteomic ruler""?"	[0 0 0 1]
What is the mechanism by which HIV-1-encoded Vif protein allows virus replication?	[0 0 0 1]
